"X_id","OBJECTID","STRUCTID","ADDRESS","STREETNAME","CROSSSTREET1","CROSSSTREET2","DBH_TRUNK","WARD","BOTANICAL_NAME","COMMON_NAME","geometry"
640,47332,2422,2643,"UZpZJpfd St","JWBXrMzi St","NwURaBQa St",41,21,"Picea pungens","Colorado Blue Spruce","POINT (-79.3304159963969 43.8300048667239)"
641,25082,53847,4275,"PiNEWYxT St","Xytiugcy St","oevGMZnA St",40.3,25,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.5822991560446 43.6092482733075)"
642,99710,90066,3270,"diedxbUX St","aZygRiGB St","YjFqDQIL St",45.1,14,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.5481228393037 43.6938637294341)"
643,58012,60642,162,"kCMopTEU St","uuOnDlTB St","JmysKKNm St",92.6,23,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.4788187185768 43.7591165062273)"
644,51396,38088,2663,"YKtfvvYX St","KfIFziaJ St","xnHaeKCA St",29.3,7,"Acer saccharinum","Silver Maple","POINT (-79.3559009336168 43.8293776556849)"
645,2437,91730,2268,"AhxDNJnP St","lSAEcRBD St","DtCHcuSk St",43.1,2,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.3654731536517 43.8189176038606)"
646,26219,28260,382,"CqRcxZgQ St","jKnSRTPk St","cVdQmgPN St",59.1,9,"Acer saccharinum","White Birch","POINT (-79.4067967102863 43.8641393815167)"
647,91129,55935,2762,"gDqiEraU St","vLHlgfjV St","zOwGOFOt St",61.4,6,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.3699462141842 43.7433426106814)"
648,18771,30455,3312,"jPtMKJen St","ouXudSIo St","NazMBXgh St",64.9,15,"Picea pungens","Colorado Blue Spruce","POINT (-79.558407468372 43.6025243844837)"
649,43025,31460,3624,"mzzCxtAX St","qROkHWSb St","FcHZpmrM St",54,8,"Acer saccharinum","Silver Maple","POINT (-79.3796008290257 43.6291568545392)"
650,41513,3798,637,"aTdcpXMY St","LOsFNizP St","SYghSaJg St",39.8,3,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.4451092564501 43.7227137771202)"
651,18671,24482,32,"rzMgXslJ St","WIqKOceW St","fdHofpkp St",74.9,23,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.4011267750291 43.8981189392274)"
652,21556,70441,2511,"OIbRxyQj St","tGvFVpCp St","jhyqPGeR St",72.5,7,"Acer saccharinum","Silver Maple","POINT (-79.4531485080486 43.6800888700876)"
653,2315,48123,4173,"GknRLXUd St","TUUBZKsd St","NBiMaPTJ St",6.1,11,"Acer saccharinum","White Birch","POINT (-79.518314361223 43.6876063259318)"
654,39113,40040,2323,"kDjqtEMr St","IrCqokZD St","yzFAKqHJ St",41.1,21,"Acer saccharinum","Silver Maple","POINT (-79.3153193934821 43.7450566618936)"
655,70995,98794,829,"TdNAWvyX St","hnEuMZVB St","zKftoiqg St",53.7,4,"Betula papyrifera","White Birch","POINT (-79.3088402977912 43.7180770998122)"
656,57334,89058,3126,"YnZqkwFo St","zOxcaIsz St","UmQdiIuz St",57.8,10,"Acer saccharinum","White Birch","POINT (-79.4141783125931 43.82387606306)"
657,55241,77989,1205,"rcYGMqhe St","OVSGYJEB St","AIuvQoPC St",55.9,4,"Picea pungens","Colorado Blue Spruce","POINT (-79.5251287919935 43.6390660013771)"
658,42775,66242,273,"WsWTXWwR St","ZgeeGjDT St","jRnCullv St",8.3,8,"Betula papyrifera","White Birch","POINT (-79.508696412039 43.874857340171)"
659,77841,98918,3529,"PSrHdVUP St","zCQCjHPD St","ubfBlkiS St",95.2,19,"Betula papyrifera","White Birch","POINT (-79.3953313095961 43.6177967603086)"
660,71112,34148,1618,"NwSFUWsa St","wzSjjwoH St","JEOqdOGm St",14.4,1,"Acer saccharinum","White Birch","POINT (-79.3482890883228 43.8161086945562)"
661,40332,79120,1437,"LTxJWcNY St","PSNJsevv St","keljfkmT St",59.3,7,"Acer saccharinum","Silver Maple","POINT (-79.4324749727501 43.8714906638255)"
662,4176,6402,1166,"McdqxtVm St","elFWpELT St","lNGLaDnH St",18.9,9,"Betula papyrifera","Silver Maple","POINT (-79.466767225042 43.7465153207071)"
663,57247,76014,3474,"YkeXbNLg St","WkvOCYoa St","TunDhiCL St",44.7,18,"Acer saccharinum","Silver Maple","POINT (-79.3849936086917 43.7628236871911)"
664,61973,52625,4353,"rJFUItRZ St","fmfdfQTE St","hVnhuGLY St",32.6,23,"Picea pungens","Colorado Blue Spruce","POINT (-79.5848016409203 43.7326971203554)"
665,99134,16294,631,"UOsONlWs St","duTjfyNg St","ZzFyjBfI St",63.6,18,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.463761563343 43.6819500549231)"
666,72732,87784,4076,"TjxrwmHX St","gHwuIWQM St","PWIHTEhj St",67.6,4,"Acer saccharinum","Silver Maple","POINT (-79.3752569693839 43.8714088695822)"
667,90266,84978,2095,"iYFQKwOH St","OZtETirO St","AVrcgTWm St",44,9,"Acer saccharinum","White Birch","POINT (-79.568975492171 43.6703616429586)"
668,20570,99760,4713,"KlehTSgn St","YJNZpgNs St","bozDQfBR St",96.2,13,"Acer saccharinum","Silver Maple","POINT (-79.4016170112416 43.6894941675244)"
669,51114,85792,2599,"uUtmAcUZ St","QgQUrlzp St","EZaSbqIX St",51.7,13,"Acer saccharinum","White Birch","POINT (-79.3517430956475 43.7508156341268)"
670,78457,60904,2865,"jhtpObcK St","ElKcHgFR St","lkPZYzmF St",32.2,25,"Betula papyrifera","Silver Maple","POINT (-79.3270654777763 43.6310928266961)"
671,29278,25479,1799,"xHeKynAh St","dJdcSMPm St","eTNxNMxH St",43.5,5,"Betula papyrifera","Silver Maple","POINT (-79.5007114019012 43.6004343669163)"
672,39404,89475,3635,"yIARtXsu St","miBlvlcO St","PfyZbphN St",24.4,22,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.4777926221956 43.6123209273675)"
673,53042,77138,1584,"SyTwhhdv St","pgYSaSUv St","pWbETQtq St",26.4,23,"Acer saccharinum","Silver Maple","POINT (-79.3244648635853 43.845357537549)"
674,352,61053,4385,"eLvxeXBI St","OmrUbWFh St","FwxruAtv St",19.7,6,"Picea pungens","Colorado Blue Spruce","POINT (-79.4327875135932 43.7332815086003)"
675,65920,90649,1009,"iATopFJO St","ikJSAMXY St","tyzkMYxI St",77.3,4,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.5908230211353 43.7861015345668)"
676,51260,42623,4178,"UcDmDoCR St","XgjHvpqa St","dOKnOJCp St",90.2,1,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.5490962186828 43.6765193247236)"
677,24163,84612,1403,"aWAOugNc St","LPlHbjjz St","seuTtkyL St",22.1,1,"Picea pungens","Silver Maple","POINT (-79.5070185877616 43.8915176506154)"
678,40818,94483,4934,"aotKgDix St","StNMssck St","XHpkaYTa St",97,22,"Picea pungens","White Birch","POINT (-79.4125677217962 43.6331400688272)"
679,32763,20644,1637,"NEFYmDVe St","nHNSAzQs St","QTFoirHb St",24.1,10,"Betula papyrifera","Silver Maple","POINT (-79.5402519716183 43.8523071932839)"
680,91819,87668,1655,"ZTKFPFAN St","cLyoZXAu St","jWYVtoiY St",49,16,"Picea pungens","Silver Maple","POINT (-79.4876427376643 43.6522191561759)"
681,61328,5872,3703,"CeDUWJHX St","QPIrkLUq St","HzbUBwEO St",39.2,20,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.5168563263724 43.7926821204368)"
682,1191,55395,2898,"hIaMQDCQ St","maqbJmsf St","qVuOSXRx St",51.6,23,"Acer saccharinum","White Birch","POINT (-79.5527352691628 43.79437523128)"
683,98032,17156,1084,"NHqkjzTq St","MDWOSNAh St","QHfCxfIS St",67.1,7,"Acer saccharinum","Silver Maple","POINT (-79.4179536635755 43.7429990288569)"
684,22660,53488,4410,"ARQoAoyr St","SlASDIez St","yYrITVCG St",9.5,16,"Betula papyrifera","White Birch","POINT (-79.4552660018438 43.6050722517073)"
685,59555,54579,1391,"awuRWlzc St","ghnFNEjD St","hduxoJoA St",61.7,15,"Acer saccharinum","White Birch","POINT (-79.5229807151482 43.7423216644907)"
686,39396,66814,1684,"JEpVZbnK St","tRQalsCf St","KDIYveeP St",55.4,6,"Betula papyrifera","Silver Maple","POINT (-79.526693440252 43.819853965193)"
687,95542,89433,3036,"EqzrgxQz St","SDZrkaJM St","GBsnDvpd St",51.9,8,"Acer saccharinum","Silver Maple","POINT (-79.5390783923678 43.7619405214675)"
688,82243,23568,1913,"GVDZBmCM St","UZccqWoI St","CvVRDHcl St",9.5,11,"Picea pungens","Colorado Blue Spruce","POINT (-79.5728891058592 43.751557647693)"
689,30933,91975,4186,"axtXhbBM St","WQfTfJLy St","UbDYkGyl St",40.6,15,"Acer saccharinum","Silver Maple","POINT (-79.4953501301585 43.8062863451894)"
690,17832,62126,974,"bvwTrcyi St","zAeJjFEZ St","CdNBLkrT St",47.5,2,"Picea pungens","Colorado Blue Spruce","POINT (-79.5339793884894 43.6121879008366)"
691,40197,41721,2790,"ixAvmqeS St","VJWppijl St","QgCWPXEO St",34.3,4,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.3233807106502 43.6563101026462)"
692,4588,5264,2291,"CfXvNeRQ St","VVjLhEsR St","QJJBMASy St",71.3,20,"Picea pungens","White Birch","POINT (-79.533506397903 43.7739694641205)"
693,89671,76810,2838,"jxOoNrDl St","tRkPGeTi St","KtFYUxOZ St",80.5,23,"Acer saccharinum","White Birch","POINT (-79.440101676574 43.8336857179645)"
694,2304,35321,3391,"dHkWlXty St","SEwtVNNp St","jXQDfTSI St",56.1,9,"Picea pungens","White Birch","POINT (-79.3266316426918 43.6741744242376)"
695,21771,20230,3649,"AUaNEElL St","yBwgXQkG St","UvqDqbuN St",31.7,10,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.5231938550714 43.6011688252445)"
696,33442,13452,4014,"baHPSwvP St","GAlYODXe St","KYTeeMVc St",54.1,12,"Picea pungens","Silver Maple","POINT (-79.4078775927424 43.7686457384843)"
697,68813,58909,2450,"PMCIsqtr St","KGAFEepS St","TNiruMvF St",26.5,9,"Acer saccharinum","Silver Maple","POINT (-79.325647157291 43.7964734592708)"
698,99515,9411,1284,"OExFWqFx St","ENOVIVXp St","GKuzqauw St",19.9,5,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.4078653887613 43.6318965607556)"
699,39150,67377,1850,"TKfClchv St","lvTLIYlX St","hNADDPre St",32.4,6,"Picea pungens","Colorado Blue Spruce","POINT (-79.3869988330407 43.7379046450835)"
700,45174,89574,781,"uLeGkvsQ St","cVwIYurQ St","QCuNZNGi St",53.1,7,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.437813554611 43.7675535398303)"
701,30536,66808,4607,"WNLaUVEj St","SDqfcSPX St","YTKweCFt St",34.2,21,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.5716540855123 43.8963538946118)"
702,29444,10330,3106,"bukJHCJu St","bceMxvsP St","kdYSqezt St",66.2,13,"Acer saccharinum","White Birch","POINT (-79.5141113216756 43.7470066823298)"
703,65839,46781,2015,"GzZTvqNY St","REZdolDc St","UZpkkABq St",37.1,12,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.5479450666113 43.7756294658175)"
704,92174,67250,3760,"NGZZIrrp St","ebfLtMmR St","DvPCTciC St",29.5,14,"Acer saccharinum","White Birch","POINT (-79.5855781242251 43.6559153796174)"
705,56987,51442,3028,"Titdmjoc St","oKiWqmzP St","bpYSmfnP St",71.1,25,"Betula papyrifera","Silver Maple","POINT (-79.3074663455831 43.7793134540552)"
706,57777,74000,2220,"DQCpbiSz St","cyrhttFP St","PdIwSoNC St",17.5,1,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.3122582109645 43.6004407722969)"
707,57766,77000,2367,"TfXdxvQF St","YrSBKOLF St","IZWmUyeH St",79.6,14,"Betula papyrifera","Silver Maple","POINT (-79.3551946711726 43.6192162145162)"
708,32817,22342,4373,"NrxFesek St","NANUqSnP St","iryZyypc St",39.7,1,"Picea pungens","Silver Maple","POINT (-79.3120885027805 43.7162324192235)"
709,79173,36854,3646,"FjoCtGny St","YIaNylEF St","tZKcBxvE St",24.3,16,"Picea pungens","White Birch","POINT (-79.5596179694869 43.6731070295209)"
710,20696,84002,752,"GZwCTVyT St","dCmffhRx St","LPXhJHlm St",44.3,22,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.4120934051229 43.8149416248314)"
711,86160,26753,3639,"jyiayyug St","juWMOFZQ St","TuaqUkER St",26.9,4,"Acer saccharinum","Silver Maple","POINT (-79.4990835943958 43.8210950003238)"
712,51051,67140,2202,"jGLfqRoo St","dkaltkqn St","NhzEfxNT St",93.4,8,"Picea pungens","White Birch","POINT (-79.4849318957887 43.6605559118325)"
713,31566,38443,1466,"PeVTUyCG St","pFNOqGbh St","UdeYfgoO St",48.1,4,"Picea pungens","Silver Maple","POINT (-79.3538807273144 43.7503664422082)"
714,50878,2910,271,"nFDLhTDG St","pthLRfek St","FmrWUyXD St",64.7,16,"Betula papyrifera","Silver Maple","POINT (-79.4563754207687 43.892999780993)"
715,1003,98150,4238,"ropMyVGL St","PITBxBvB St","VLRmjzVt St",64.6,16,"Picea pungens","Silver Maple","POINT (-79.3855877988739 43.7917554906337)"
716,80926,27470,4044,"rmVredRp St","RHQvujZT St","rpQwcYaV St",71.2,17,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.3368890772341 43.62475509285)"
717,84909,19698,2490,"iOGSJipl St","gTYQtYfb St","haffmdmH St",55.7,24,"Picea pungens","White Birch","POINT (-79.5847066153539 43.8127127949148)"
718,70212,18059,1234,"ADUtRNoV St","VZpLrGjF St","VwALgZpC St",40.4,20,"Betula papyrifera","Silver Maple","POINT (-79.5484881775454 43.6356818157248)"
719,37984,80295,1101,"iZEFwosV St","wfRQVZRw St","rchRYGas St",56,12,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.5182312232209 43.6430826499593)"
720,87509,60334,1552,"wbIRyjui St","qeZHVxAo St","PACJEWiQ St",53.6,18,"Betula papyrifera","White Birch","POINT (-79.4114299080567 43.7214612488635)"
721,56785,17138,2517,"trFNYuda St","cJWOzXGs St","bGpfTRcK St",48.2,11,"Acer saccharinum","Silver Maple","POINT (-79.3701313299127 43.8656847221311)"
722,14632,36933,1702,"EDVMolgH St","pDlyZKiS St","QKFkyURW St",49.2,11,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.4062471496174 43.6233932100236)"
723,58085,66348,442,"eBwULkor St","qqVKNZNL St","gFhouOSN St",6.2,16,"Picea pungens","Colorado Blue Spruce","POINT (-79.5018399422523 43.8509220521431)"
724,53547,79008,3486,"sDEmBPrJ St","AhVtZYvZ St","ViTTqfOD St",14,21,"Acer saccharinum","White Birch","POINT (-79.5988966330187 43.8338225415675)"
725,24226,10454,2656,"UPzXgaZW St","kgqnGckm St","JVSQkqcF St",88.9,25,"Betula papyrifera","White Birch","POINT (-79.3098712123698 43.779804982408)"
726,9008,92161,3135,"CKKfEfze St","KMfYxoEp St","slbJJWsj St",94.1,21,"Picea pungens","Silver Maple","POINT (-79.5061224469915 43.6514416322578)"
727,88320,26379,2412,"FTmdvDTM St","ZdYhmmyl St","qiFVgXRE St",86.6,24,"Acer saccharinum","Silver Maple","POINT (-79.5762545293197 43.7124460789375)"
728,74884,87949,1991,"cDHJZTSy St","ATtuMLbM St","zGFlARdU St",10.3,11,"Acer saccharinum","Silver Maple","POINT (-79.493984368816 43.7557661483297)"
729,81626,22382,2178,"LalVKNDK St","stwgwbxS St","gqfGFMNo St",28.9,23,"Betula papyrifera","White Birch","POINT (-79.3868974266108 43.8133581091184)"
730,51417,48576,1925,"pRetCtMT St","AqPeTMlD St","bELFcOJI St",44.3,17,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.5267625790089 43.6254416491604)"
731,25681,3642,561,"pbIeoRTX St","JyQKZABA St","XlabJiki St",72,2,"Picea pungens","Silver Maple","POINT (-79.5580050245626 43.8262249372667)"
732,39460,77580,2140,"EajsAcNp St","hxYcrrHA St","Hdvszvxm St",94.4,15,"Picea pungens","White Birch","POINT (-79.5786205702927 43.6449203648372)"
733,64935,73984,178,"YxfPfncO St","YQtGBioK St","wKJBWKAX St",94.5,2,"Picea pungens","Colorado Blue Spruce","POINT (-79.3218722170219 43.7352719813585)"
734,48187,32900,4819,"vBxEyZEp St","YrEILaJi St","nfGLZUbG St",66.8,18,"Acer saccharinum","Silver Maple","POINT (-79.3959756457014 43.6766155989142)"
735,36573,57201,630,"KcFlRygC St","eHxMeXPt St","sIyXpWdG St",59.7,5,"Acer saccharinum","White Birch","POINT (-79.3092241464183 43.7301750183338)"
736,54047,49788,2318,"dxVoWkRW St","TSjQbAlp St","PoZTzWNC St",16.6,5,"Picea pungens","Silver Maple","POINT (-79.5327607440064 43.8922275503865)"
737,17955,10267,546,"KjMwKfPw St","cGaqGkGh St","bJRJEPzo St",69.4,13,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.4647834859556 43.816291099228)"
738,57137,95473,3754,"EjuWyZEs St","IAYDYVzr St","FGsedwQN St",96.4,23,"Betula papyrifera","Silver Maple","POINT (-79.3185489416821 43.6880027376348)"
739,36091,94044,4126,"uFcdahbq St","tltYnkTh St","YTRnncbb St",66.8,25,"Picea pungens","Colorado Blue Spruce","POINT (-79.3397252444876 43.6943326111417)"
740,40269,75853,2267,"jDcSKmcE St","iZYOJGgC St","FLRZWTku St",32.8,17,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.3452183890622 43.6428817628417)"
741,41194,48502,385,"qwVIFVCt St","KgzLTsZb St","mTwgYTKd St",26,24,"Betula papyrifera","Silver Maple","POINT (-79.3279465939151 43.856071948004)"
742,5392,22999,3388,"msYCOseK St","GYFUmWkF St","jFONznAT St",53.6,21,"Acer saccharinum","Silver Maple","POINT (-79.3026814824436 43.8195831426186)"
743,45030,1548,960,"MNYhfHBI St","uyKiPazt St","RFIkkvCe St",85.7,21,"Picea pungens","Colorado Blue Spruce","POINT (-79.3403056751471 43.6442180940649)"
744,9563,15041,2444,"IHEwFNwE St","pUaiRJPv St","YWVAGUOJ St",28.6,24,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.4241128324298 43.8801343111321)"
745,97416,50868,4903,"tBoLSMtI St","MqpIWpVp St","saSRXebV St",21.3,11,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.3952076771529 43.6333181022666)"
746,32710,5008,632,"FwByAoeq St","GsytiRMn St","FFjRTGyo St",50,13,"Picea pungens","Colorado Blue Spruce","POINT (-79.4929177281214 43.6554705004673)"
747,24790,13071,2660,"acLxjoaw St","WxKvRWKH St","TCwSoeZL St",81.1,2,"Picea pungens","Silver Maple","POINT (-79.3290697790682 43.6933931538137)"
748,70405,40744,3907,"TYudwVsr St","pGovqyUp St","JQwsJLuK St",23.1,4,"Picea pungens","Colorado Blue Spruce","POINT (-79.4803244414972 43.6996812867699)"
749,28650,9745,3959,"lOIkURZH St","OjAvnZJl St","alECXszG St",77.8,19,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.4686568646924 43.7977385371923)"
750,2473,93413,2840,"dTtmEREJ St","xpVlcNrA St","zQrMVKRe St",52.2,2,"Acer saccharinum","Silver Maple","POINT (-79.401504228753 43.7996824711096)"
751,76085,69289,570,"YZDctRWO St","NkiLtTeu St","JLSWnAef St",36.9,5,"Acer saccharinum","Silver Maple","POINT (-79.3113072809763 43.74289680582)"
752,52818,63077,423,"AXVmexLP St","yzRWpCnn St","BLyTRwul St",26.2,10,"Picea pungens","Silver Maple","POINT (-79.3350563547574 43.6376134331338)"
753,18937,55988,1479,"FOaKunQi St","eKuiXIWR St","fvOFTNxp St",94.6,25,"Picea pungens","Silver Maple","POINT (-79.3877251009922 43.836986559839)"
754,43801,18157,2025,"tcvzFTpL St","cQnpJWFR St","cKtLoyHT St",94.3,8,"Picea pungens","Silver Maple","POINT (-79.4056019996293 43.7658386874478)"
755,82422,72965,520,"XKfRxQrG St","IgPqpXhw St","OQVlHdLk St",42.3,4,"Acer saccharinum","Silver Maple","POINT (-79.4620997125283 43.8189791308716)"
756,50036,24453,4114,"QbDOhekV St","bspksXDr St","xchyfLwv St",38.2,11,"Acer saccharinum","Silver Maple","POINT (-79.5599177277181 43.6073255666299)"
757,83098,62285,4411,"uVwmeidQ St","XSVQuNSK St","uwSXTPCp St",73.9,13,"Picea pungens","Colorado Blue Spruce","POINT (-79.5082340930123 43.8431459922343)"
758,31072,42246,2118,"iusJddSB St","cxtXwyoH St","CesEfzeN St",81.8,13,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.4871761266841 43.7085938406875)"
759,50814,34890,3935,"HuapZrah St","YkhGAJEj St","FcKTXbWh St",27.6,20,"Acer saccharinum","White Birch","POINT (-79.5499270674307 43.6705886174925)"
760,10174,56178,1677,"SNOpqYXq St","CnsVoVtS St","pZtWvxUz St",78.2,20,"Acer saccharinum","Silver Maple","POINT (-79.385791439726 43.6478600251954)"
761,16021,6187,262,"woLPBJWJ St","oHWbkHmv St","ickOToqT St",46.3,11,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.3479629542679 43.7708439053036)"
762,13939,12762,4772,"qCWwCFOw St","ueLKhyEn St","fWrimJnv St",19.2,10,"Betula papyrifera","Silver Maple","POINT (-79.3314195252024 43.6548636515159)"
763,89105,2435,1333,"ZnvCtMpy St","BhDmBPJf St","BxjkSSKv St",28.7,13,"Picea pungens","Colorado Blue Spruce","POINT (-79.447592403437 43.7692267338047)"
764,68446,58789,4796,"jTKEphuq St","FsysoUUD St","xAFKvlbt St",67.1,18,"Picea pungens","Silver Maple","POINT (-79.5923305461649 43.7838224329287)"
765,57539,15571,2689,"ontQglrv St","RAwlffLB St","BBgKAhln St",53.1,17,"Picea pungens","Silver Maple","POINT (-79.5433356985217 43.891214635456)"
766,35544,69895,4945,"vFIbwSoH St","XzauXCzK St","ueYziBxm St",70.4,5,"Picea pungens","White Birch","POINT (-79.5465692226076 43.6996083351551)"
767,42459,12440,1209,"nDbGIUFI St","rBlvPfwl St","KOflvkmD St",15.1,11,"Picea pungens","Colorado Blue Spruce","POINT (-79.4116783167934 43.6365689967293)"
768,86615,84664,3643,"gDXjsTZh St","pYCZMGxA St","dQKlFNNS St",11,22,"Acer saccharinum","White Birch","POINT (-79.487855436001 43.7311962150037)"
769,12334,47786,4194,"SpwKUkNI St","BpRhcCGc St","qNkvtaLH St",28.4,12,"Picea pungens","Silver Maple","POINT (-79.5467473634053 43.8380991015118)"
770,30092,49268,4486,"mNwDIoUD St","ucPwRwCh St","IvoGlNIP St",93.6,17,"Betula papyrifera","Silver Maple","POINT (-79.4767893170472 43.6429322742159)"
771,13448,90139,1044,"SJaQgrnS St","aCOLRLVh St","kODrUqEA St",53.6,17,"Betula papyrifera","Silver Maple","POINT (-79.5643414838705 43.7901453755097)"
772,9046,58644,1105,"sPMvZHoe St","tJNTNMbG St","GKLFaBvW St",72.5,7,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.4588948112447 43.7737508456456)"
773,95109,22597,3256,"OUjzxeEy St","gXBCELau St","hAKUPzvb St",13.7,17,"Picea pungens","Colorado Blue Spruce","POINT (-79.4234849703265 43.6545426383847)"
774,81997,51893,1037,"nUYGIMfW St","qceZObVJ St","EcWZApXW St",20.9,15,"Picea pungens","White Birch","POINT (-79.3459211403271 43.7427240326535)"
775,10847,34868,1593,"YfHIaPlJ St","rgoTGerI St","oISIYSVb St",87.3,2,"Picea pungens","Colorado Blue Spruce","POINT (-79.4053282778244 43.6111528261798)"
776,75796,54381,733,"VhydwELK St","NWlsXkWo St","hfcajFaj St",56.4,23,"Acer saccharinum","Silver Maple","POINT (-79.3039900807431 43.6871977645904)"
777,58552,36522,2542,"vKuZNZwv St","lFziZrKL St","uWTKscfF St",80.8,2,"Betula papyrifera","White Birch","POINT (-79.5069390414748 43.6322758007329)"
778,94933,90994,2498,"xtmTqWIT St","sPTrZXJn St","SMyXpJuh St",60.1,18,"Acer saccharinum","Silver Maple","POINT (-79.4691661373246 43.6542767298408)"
779,9471,92864,2118,"yXOXSpkV St","iYDpGqjt St","KsgDlXcB St",11,17,"Betula papyrifera","White Birch","POINT (-79.3988208797295 43.8324149120599)"
780,33714,69264,1217,"cMxpMRPX St","vuqcowDk St","inHDdtmV St",25,13,"Betula papyrifera","White Birch","POINT (-79.5506056103623 43.8187816109741)"
781,3649,77667,925,"fclszXFW St","jkMqbMvm St","ShfNKoCj St",55,18,"Picea pungens","Silver Maple","POINT (-79.5050682639005 43.7118793501752)"
782,80075,62609,238,"thqLsZFm St","DkqsBTED St","JrNmfyKe St",61.4,5,"Betula papyrifera","White Birch","POINT (-79.419199908548 43.7674459162634)"
783,17521,69538,3112,"haQPCHJZ St","eJxOOvJO St","yoYQszeT St",46.1,23,"Picea pungens","White Birch","POINT (-79.3476290215505 43.6782200262183)"
784,12530,91835,1430,"HqxsMvql St","ZprtpyYI St","jxWeprCO St",98.3,14,"Picea pungens","White Birch","POINT (-79.4923536825459 43.6521066167625)"
785,15886,6383,101,"lELkkXkS St","rSdiYIad St","UPiYdCTa St",5.7,19,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.4426338853547 43.6084417639999)"
786,65768,36290,1700,"GpncZPVW St","tSLIIkTj St","LgAefBKv St",42.1,25,"Acer saccharinum","White Birch","POINT (-79.4377377364552 43.8770691972226)"
787,94245,48037,2703,"JQWhHEZi St","XilOiVyq St","HeyuKPUH St",62.1,17,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.568456642027 43.6006713722833)"
788,12893,10191,2469,"XrUOtHNJ St","UByKvppx St","LHwShENo St",99.6,23,"Acer saccharinum","Silver Maple","POINT (-79.4716499324422 43.6878060573945)"
789,81969,28521,382,"XlpHvtXB St","gxewBIDr St","racgHGTG St",19,18,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.3095146770822 43.8612852366874)"
790,37856,41674,403,"bMsHgZgJ St","LZbsucIK St","linZhKjL St",44,13,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.532796608354 43.8613893504022)"
791,14610,37098,1981,"Uocxallr St","gkAYzRVJ St","rUkbihfw St",7.9,17,"Acer saccharinum","Silver Maple","POINT (-79.5846719390014 43.7334719061852)"
792,48268,6951,3566,"WXTBYcQv St","BpsouRou St","GMQAcKOW St",63.3,12,"Picea pungens","Colorado Blue Spruce","POINT (-79.5313882714137 43.75846465379)"
793,62339,76177,2945,"woHAuHZC St","qeVtveVO St","qCoKtXss St",43.5,11,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.5081340728095 43.7833141641691)"
794,48814,17490,691,"BSPBtuFh St","BLyPtnnC St","KJIsDZiK St",9.4,3,"Picea pungens","Silver Maple","POINT (-79.5868130217772 43.6551494819578)"
795,76991,66237,3446,"cvFdbNsl St","FxqMXStb St","FKBnydZs St",38.1,16,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.5277571801096 43.7912706101779)"
796,78628,46125,3506,"VVrdnFuF St","ypPrkOvN St","zndPeRFs St",56.3,7,"Picea pungens","White Birch","POINT (-79.504692937294 43.6162474732846)"
797,31389,63875,105,"vKrthzbS St","sEbAOamG St","sHfGrIjk St",15.1,16,"Betula papyrifera","White Birch","POINT (-79.327836149279 43.7879291694378)"
798,6333,22506,4891,"cshAJNOS St","nKKCDdls St","ulfAGdcS St",18.8,24,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.4325898235431 43.6338577565737)"
799,76202,7120,1675,"QVPiULYD St","ZrLhaMrW St","JBYqMqAL St",63.8,9,"Acer saccharinum","White Birch","POINT (-79.5592683880357 43.6543770914665)"
